DATE;RX1 Comdty;;DATE;TY1 Comdty;;DATE;IK1 Comdty;;DATE;OE1 Comdty;;DATE;DU1 Comdty
2018-07-06 00:00:00;152,98;;2018-09-24 00:00:00;114,95;;;;;2018-07-06 00:00:00;128,9;;2018-07-05 00:00:00;110,36
2018-07-09 00:00:00;152,78;;2018-09-25 00:00:00;114,79;;;;;2018-07-09 00:00:00;128,84;;2018-07-06 00:00:00;110,38
2018-07-10 00:00:00;152,56;;2018-09-26 00:00:00;115,06;;;;;2018-07-10 00:00:00;128,74;;2018-07-09 00:00:00;110,36
2018-07-11 00:00:00;152,7;;2018-09-27 00:00:00;115,08;;;;;2018-07-11 00:00:00;128,74;;2018-07-10 00:00:00;110,34
2018-07-12 00:00:00;152,93;;2018-09-28 00:00:00;115,11;;;;;2018-07-12 00:00:00;128,84;;2018-07-11 00:00:00;110,32
2018-07-13 00:00:00;153,13;;2018-10-01 00:00:00;115;;;;;2018-07-13 00:00:00;128,91;;2018-07-12 00:00:00;110,34
2018-07-16 00:00:00;152,65;;2018-10-02 00:00:00;115,14;;;;;2018-07-16 00:00:00;128,73;;2018-07-13 00:00:00;110,34
2018-07-17 00:00:00;153,01;;2018-10-03 00:00:00;114,47;;;;;2018-07-17 00:00:00;128,85;;2018-07-16 00:00:00;110,32
2018-07-18 00:00:00;153,1;;2018-10-04 00:00:00;114,21;;;;;2018-07-18 00:00:00;128,87;;2018-07-17 00:00:00;110,34
2018-07-19 00:00:00;153,22;;2018-10-05 00:00:00;114,03;;;;;2018-07-19 00:00:00;128,89;;2018-07-18 00:00:00;110,34
2018-07-20 00:00:00;152,7;;2018-10-08 00:00:00;114,06;;;;;2018-07-20 00:00:00;128,71;;2018-07-19 00:00:00;110,34
2018-07-23 00:00:00;152,3;;2018-10-09 00:00:00;114,17;;;;;2018-07-23 00:00:00;128,57;;2018-07-20 00:00:00;110,31
2018-07-24 00:00:00;152,47;;2018-10-10 00:00:00;114,11;;;;;2018-07-24 00:00:00;128,64;;2018-07-23 00:00:00;110,28
2018-07-25 00:00:00;152,55;;2018-10-11 00:00:00;114,73;;;;;2018-07-25 00:00:00;128,62;;2018-07-24 00:00:00;110,29
2018-07-26 00:00:00;152,38;;2018-10-12 00:00:00;114,68;;;;;2018-07-26 00:00:00;128,58;;2018-07-25 00:00:00;110,28
2018-07-27 00:00:00;152,27;;2018-10-15 00:00:00;114,5;;;;;2018-07-27 00:00:00;128,55;;2018-07-26 00:00:00;110,28
2018-07-30 00:00:00;151,67;;2018-10-16 00:00:00;114,56;;;;;2018-07-30 00:00:00;128,33;;2018-07-27 00:00:00;110,27
2018-07-31 00:00:00;151,81;;2018-10-17 00:00:00;114,39;;;;;2018-07-31 00:00:00;128,32;;2018-07-30 00:00:00;110,23
2018-08-01 00:00:00;151,18;;2018-10-18 00:00:00;114,49;;;;;2018-08-01 00:00:00;128,12;;2018-07-31 00:00:00;110,22
2018-08-02 00:00:00;151,51;;2018-10-19 00:00:00;114,3;;;;;2018-08-02 00:00:00;128,27;;2018-08-01 00:00:00;110,17
2018-08-03 00:00:00;152,25;;2018-10-22 00:00:00;114,35;;;;;2018-08-03 00:00:00;128,52;;2018-08-02 00:00:00;110,2
2018-08-06 00:00:00;152,54;;2018-10-23 00:00:00;114,61;;;;;2018-08-06 00:00:00;128,6;;2018-08-03 00:00:00;110,25
2018-08-07 00:00:00;152,22;;2018-10-24 00:00:00;114,95;;;;;2018-08-07 00:00:00;128,51;;2018-08-06 00:00:00;110,25
2018-08-08 00:00:00;152,31;;2018-10-25 00:00:00;114,86;;;;;2018-08-08 00:00:00;128,59;;2018-08-07 00:00:00;110,23
2018-08-09 00:00:00;152,68;;2018-10-26 00:00:00;115,35;;;;;2018-08-09 00:00:00;128,78;;2018-08-08 00:00:00;110,25
2018-08-10 00:00:00;153,47;;2018-10-29 00:00:00;115,27;;;;;2018-08-10 00:00:00;129,05;;2018-08-09 00:00:00;110,31
2018-08-13 00:00:00;153,48;;2018-10-30 00:00:00;115,11;;;;;2018-08-13 00:00:00;129,09;;2018-08-10 00:00:00;110,35
2018-08-14 00:00:00;153,34;;2018-10-31 00:00:00;114,77;;;;;2018-08-14 00:00:00;129,04;;2018-08-13 00:00:00;110,36
2018-08-15 00:00:00;153,81;;2018-11-01 00:00:00;114,91;;;;;2018-08-15 00:00:00;129,23;;2018-08-14 00:00:00;110,35
2018-08-16 00:00:00;153,61;;2018-11-02 00:00:00;114,39;;;;;2018-08-16 00:00:00;129,15;;2018-08-15 00:00:00;110,38
2018-08-17 00:00:00;153,78;;2018-11-05 00:00:00;114,49;;;;;2018-08-17 00:00:00;129,23;;2018-08-16 00:00:00;110,36
2018-08-20 00:00:00;153,83;;2018-11-06 00:00:00;114,35;;;;;2018-08-20 00:00:00;129,24;;2018-08-17 00:00:00;110,39
2018-08-21 00:00:00;153,37;;2018-11-07 00:00:00;114,33;;;;;2018-08-21 00:00:00;129,04;;2018-08-20 00:00:00;110,38
2018-08-22 00:00:00;153,15;;2018-11-08 00:00:00;114,14;;;;;2018-08-22 00:00:00;128,9;;2018-08-21 00:00:00;110,34
2018-08-23 00:00:00;153,2;;2018-11-09 00:00:00;114,47;;;;;2018-08-23 00:00:00;128,9;;2018-08-22 00:00:00;110,3
2018-08-24 00:00:00;153,23;;2018-11-12 00:00:00;114,73;;;;;2018-08-24 00:00:00;128,9;;2018-08-23 00:00:00;110,29
2018-08-27 00:00:00;152,81;;2018-11-13 00:00:00;114,85;;;;;2018-08-27 00:00:00;128,76;;2018-08-24 00:00:00;110,29
2018-08-28 00:00:00;152,7;;2018-11-14 00:00:00;115,08;;;;;2018-08-28 00:00:00;128,71;;2018-08-27 00:00:00;110,27
2018-08-29 00:00:00;152,38;;2018-11-15 00:00:00;115,14;;;;;2018-08-29 00:00:00;128,6;;2018-08-28 00:00:00;110,26
2018-08-30 00:00:00;153,13;;2018-11-16 00:00:00;115,47;;;;;2018-08-30 00:00:00;128,9;;2018-08-29 00:00:00;110,25
2018-08-31 00:00:00;153,4;;2018-11-19 00:00:00;115,61;;;;;2018-08-31 00:00:00;128,94;;2018-08-30 00:00:00;110,3
2018-09-03 00:00:00;153,34;;2018-11-20 00:00:00;115,65;;;;;2018-09-03 00:00:00;128,93;;2018-08-31 00:00:00;110,31
2018-09-04 00:00:00;153,02;;2018-11-21 00:00:00;115,55;;;;;2018-09-04 00:00:00;128,79;;2018-09-03 00:00:00;110,31
2018-09-05 00:00:00;152,62;;2018-11-23 00:00:00;115,59;;;;;2018-09-05 00:00:00;128,61;;2018-09-04 00:00:00;110,27
2018-09-06 00:00:00;153,11;;2018-11-26 00:00:00;115,45;;;;;2018-09-06 00:00:00;128,8;;2018-09-05 00:00:00;110,24
2018-09-07 00:00:00;152,65;;2018-11-27 00:00:00;115,56;;;;;2018-09-07 00:00:00;128,66;;2018-09-06 00:00:00;110,27
2018-09-10 00:00:00;152,4;;2018-11-28 00:00:00;115,7;;;;;2018-09-10 00:00:00;128,54;;2018-09-07 00:00:00;110,24
2018-09-11 00:00:00;152,03;;2018-11-29 00:00:00;115,73;;;;;2018-09-11 00:00:00;128,43;;2018-09-10 00:00:00;110,2
2018-09-12 00:00:00;152,34;;2018-11-30 00:00:00;115,85;;;;;2018-09-12 00:00:00;128,52;;2018-09-11 00:00:00;110,19
2018-09-13 00:00:00;152,18;;2018-12-03 00:00:00;115,98;;;;;2018-09-13 00:00:00;128,47;;2018-09-12 00:00:00;110,21
2018-09-14 00:00:00;151,9;;2018-12-04 00:00:00;116,38;;;;;2018-09-14 00:00:00;128,37;;2018-09-13 00:00:00;110,21
2018-09-17 00:00:00;151,76;;2018-12-05 00:00:00;116,38;;;;;2018-09-17 00:00:00;128,26;;2018-09-14 00:00:00;110,19
2018-09-18 00:00:00;151,49;;2018-12-06 00:00:00;116,73;;;;;2018-09-18 00:00:00;128,16;;2018-09-17 00:00:00;110,18
2018-09-19 00:00:00;151,38;;2018-12-07 00:00:00;117,03;;;;;2018-09-19 00:00:00;128,14;;2018-09-18 00:00:00;110,16
2018-09-20 00:00:00;151,49;;2018-12-10 00:00:00;116,95;;;;;2018-09-20 00:00:00;128,17;;2018-09-19 00:00:00;110,17
2018-09-21 00:00:00;151,74;;2018-12-11 00:00:00;116,73;;;;;2018-09-21 00:00:00;128,28;;2018-09-20 00:00:00;110,18
2018-09-24 00:00:00;151,09;;2018-12-12 00:00:00;116,56;;;;;2018-09-24 00:00:00;127,94;;2018-09-21 00:00:00;110,19
2018-09-25 00:00:00;150,66;;2018-12-13 00:00:00;116,56;;;;;2018-09-25 00:00:00;127,77;;2018-09-24 00:00:00;110,13
2018-09-26 00:00:00;150,83;;2018-12-14 00:00:00;116,73;;;;;2018-09-26 00:00:00;127,81;;2018-09-25 00:00:00;110,1
2018-09-27 00:00:00;150,84;;2018-12-17 00:00:00;116,98;;;;;2018-09-27 00:00:00;127,77;;2018-09-26 00:00:00;110,1
2018-09-28 00:00:00;151,54;;2018-12-18 00:00:00;117,21;;;;;2018-09-28 00:00:00;128,09;;2018-09-27 00:00:00;110,1
2018-10-01 00:00:00;151,52;;2018-12-19 00:00:00;117,51;;;;;2018-10-01 00:00:00;128,15;;2018-09-28 00:00:00;110,16
2018-10-02 00:00:00;152,24;;2018-12-20 00:00:00;117,41;;;;;2018-10-02 00:00:00;128,42;;2018-10-01 00:00:00;110,19
2018-10-03 00:00:00;151,68;;2018-12-21 00:00:00;117,38;;;;;2018-10-03 00:00:00;128,18;;2018-10-02 00:00:00;110,23
2018-10-04 00:00:00;150,83;;2018-12-24 00:00:00;117,74;;;;;2018-10-04 00:00:00;127,86;;2018-10-03 00:00:00;110,18
2018-10-05 00:00:00;150,42;;2018-12-26 00:00:00;117,38;;;;;2018-10-05 00:00:00;127,75;;2018-10-04 00:00:00;110,14
2018-10-08 00:00:00;150,74;;2018-12-27 00:00:00;117,86;;;;;2018-10-08 00:00:00;127,92;;2018-10-05 00:00:00;110,14
2018-10-09 00:00:00;150,87;;2018-12-28 00:00:00;117,95;;;;;2018-10-09 00:00:00;127,97;;2018-10-08 00:00:00;110,17
2018-10-10 00:00:00;150,67;;2018-12-31 00:00:00;118,33;;;;;2018-10-10 00:00:00;127,89;;2018-10-09 00:00:00;110,17
2018-10-11 00:00:00;151,12;;2019-01-02 00:00:00;118,5;;;;;2018-10-11 00:00:00;128,04;;2018-10-10 00:00:00;110,16
2018-10-12 00:00:00;151,29;;2019-01-03 00:00:00;119,44;;;;;2018-10-12 00:00:00;128,17;;2018-10-11 00:00:00;110,19
2018-10-15 00:00:00;151,35;;2019-01-04 00:00:00;118,6;;;;;2018-10-15 00:00:00;128,22;;2018-10-12 00:00:00;110,22
2018-10-16 00:00:00;151,47;;2019-01-07 00:00:00;118,36;;;;;2018-10-16 00:00:00;128,26;;2018-10-15 00:00:00;110,25
2018-10-17 00:00:00;151,89;;2019-01-08 00:00:00;118,07;;;;;2018-10-17 00:00:00;128,43;;2018-10-16 00:00:00;110,24
2018-10-18 00:00:00;152,24;;2019-01-09 00:00:00;118,04;;;;;2018-10-18 00:00:00;128,61;;2018-10-17 00:00:00;110,27
2018-10-19 00:00:00;152,12;;2019-01-10 00:00:00;118,04;;;;;2018-10-19 00:00:00;128,53;;2018-10-18 00:00:00;110,34
2018-10-22 00:00:00;152,07;;2019-01-11 00:00:00;118,27;;;;;2018-10-22 00:00:00;128,46;;2018-10-19 00:00:00;110,32
2018-10-23 00:00:00;152,5;;2019-01-14 00:00:00;118,23;;;;;2018-10-23 00:00:00;128,6;;2018-10-22 00:00:00;110,29
2018-10-24 00:00:00;152,87;;2019-01-15 00:00:00;118,23;;;;;2018-10-24 00:00:00;128,82;;2018-10-23 00:00:00;110,32
2018-10-25 00:00:00;152,85;;2019-01-16 00:00:00;118,04;;;;;2018-10-25 00:00:00;128,79;;2018-10-24 00:00:00;110,37
2018-10-26 00:00:00;153,53;;2019-01-17 00:00:00;117,85;;;;;2018-10-26 00:00:00;129,04;;2018-10-25 00:00:00;110,35
2018-10-29 00:00:00;153,03;;2019-01-18 00:00:00;117,51;;;;;2018-10-29 00:00:00;128,86;;2018-10-26 00:00:00;110,41
2018-10-30 00:00:00;153,12;;2019-01-22 00:00:00;117,91;;;;;2018-10-30 00:00:00;128,9;;2018-10-29 00:00:00;110,35
2018-10-31 00:00:00;152,94;;2019-01-23 00:00:00;117,73;;;;;2018-10-31 00:00:00;128,82;;2018-10-30 00:00:00;110,37
2018-11-01 00:00:00;152,68;;2019-01-24 00:00:00;118,07;;;;;2018-11-01 00:00:00;128,76;;2018-10-31 00:00:00;110,35
2018-11-02 00:00:00;152,34;;2019-01-25 00:00:00;117,74;;;;;2018-11-02 00:00:00;128,69;;2018-11-01 00:00:00;110,35
2018-11-05 00:00:00;152,45;;2019-01-28 00:00:00;117,83;;;;;2018-11-05 00:00:00;128,69;;2018-11-02 00:00:00;110,34
2018-11-06 00:00:00;152,41;;2019-01-29 00:00:00;118,1;;;;;2018-11-06 00:00:00;128,67;;2018-11-05 00:00:00;110,33
2018-11-07 00:00:00;152,22;;2019-01-30 00:00:00;118,32;;;;;2018-11-07 00:00:00;128,57;;2018-11-06 00:00:00;110,32
2018-11-08 00:00:00;152,1;;2019-01-31 00:00:00;118,77;;;;;2018-11-08 00:00:00;128,54;;2018-11-07 00:00:00;110,29
2018-11-09 00:00:00;152,72;;2019-02-01 00:00:00;118,26;;;;;2018-11-09 00:00:00;128,76;;2018-11-08 00:00:00;110,28
2018-11-12 00:00:00;152,97;;2019-02-04 00:00:00;118,04;;;;;2018-11-12 00:00:00;128,88;;2018-11-09 00:00:00;110,33
2018-11-13 00:00:00;152,77;;2019-02-05 00:00:00;118,2;;;;;2018-11-13 00:00:00;128,82;;2018-11-12 00:00:00;110,34
2018-11-14 00:00:00;152,83;;2019-02-06 00:00:00;118,21;;;;;2018-11-14 00:00:00;128,86;;2018-11-13 00:00:00;110,33
2018-11-15 00:00:00;153,47;;2019-02-07 00:00:00;118,59;;;;;2018-11-15 00:00:00;129,13;;2018-11-14 00:00:00;110,33
2018-11-16 00:00:00;153,32;;2019-02-08 00:00:00;118,68;;;;;2018-11-16 00:00:00;129,07;;2018-11-15 00:00:00;110,38
2018-11-19 00:00:00;153,27;;2019-02-11 00:00:00;118,44;;;;;2018-11-19 00:00:00;129,02;;2018-11-16 00:00:00;110,37
2018-11-20 00:00:00;153,55;;2019-02-12 00:00:00;118,27;;;;;2018-11-20 00:00:00;129,11;;2018-11-19 00:00:00;110,36
2018-11-21 00:00:00;153,25;;2019-02-13 00:00:00;118,07;;;;;2018-11-21 00:00:00;129;;2018-11-20 00:00:00;110,38
2018-11-22 00:00:00;153,3;;2019-02-14 00:00:00;118,48;;;;;2018-11-22 00:00:00;129;;2018-11-21 00:00:00;110,35
2018-11-23 00:00:00;153,75;;2019-02-15 00:00:00;118,36;;;;;2018-11-23 00:00:00;129,12;;2018-11-22 00:00:00;110,34
2018-11-26 00:00:00;153,4;;2019-02-19 00:00:00;118,53;;;;;2018-11-26 00:00:00;129,02;;2018-11-23 00:00:00;110,35
2018-11-27 00:00:00;153,67;;2019-02-20 00:00:00;118,47;;;;;2018-11-27 00:00:00;129,13;;2018-11-26 00:00:00;110,33
2018-11-28 00:00:00;153,56;;2019-02-21 00:00:00;118,23;;;;;2018-11-28 00:00:00;129,09;;2018-11-27 00:00:00;110,35
2018-11-29 00:00:00;154,04;;2019-02-22 00:00:00;118,45;;;;;2018-11-29 00:00:00;129,3;;2018-11-28 00:00:00;110,35
2018-11-30 00:00:00;154,17;;2019-02-25 00:00:00;118,35;;;;;2018-11-30 00:00:00;129,34;;2018-11-29 00:00:00;110,39
2018-12-03 00:00:00;154,13;;2019-02-26 00:00:00;118,64;;;;;2018-12-03 00:00:00;129,31;;2018-11-30 00:00:00;110,38
2018-12-04 00:00:00;154,69;;2019-02-27 00:00:00;118,24;;;;;2018-12-04 00:00:00;129,49;;2018-12-03 00:00:00;110,39
2018-12-05 00:00:00;154,6;;2019-02-28 00:00:00;118,07;;;;;2018-12-05 00:00:00;129,44;;2018-12-04 00:00:00;110,41
2018-12-06 00:00:00;155,26;;2019-03-01 00:00:00;117,77;;;;;2018-12-06 00:00:00;129,67;;2018-12-05 00:00:00;110,41
2018-12-07 00:00:00;154,9;;2019-03-04 00:00:00;118;;;;;2018-12-07 00:00:00;129,49;;2018-12-06 00:00:00;110,45
2018-12-10 00:00:00;155,12;;2019-03-05 00:00:00;118,01;;;;;2018-12-10 00:00:00;129,4;;2018-12-07 00:00:00;110,39
2018-12-11 00:00:00;155,19;;2019-03-06 00:00:00;118,26;;;;;2018-12-11 00:00:00;129,47;;2018-12-10 00:00:00;110,35
2018-12-12 00:00:00;154,72;;2019-03-07 00:00:00;118,73;;;;;2018-12-12 00:00:00;129,26;;2018-12-11 00:00:00;110,39
2018-12-13 00:00:00;154,61;;2019-03-08 00:00:00;118,82;;;;;2018-12-13 00:00:00;129,32;;2018-12-12 00:00:00;110,34
2018-12-14 00:00:00;154,93;;2019-03-11 00:00:00;118,71;;;;;2018-12-14 00:00:00;129,47;;2018-12-13 00:00:00;110,36
2018-12-17 00:00:00;154,87;;2019-03-12 00:00:00;118,91;;;;;2018-12-17 00:00:00;129,44;;2018-12-14 00:00:00;110,39
2018-12-18 00:00:00;155,06;;2019-03-13 00:00:00;118,89;;;;;2018-12-18 00:00:00;129,44;;2018-12-17 00:00:00;110,39
2018-12-19 00:00:00;155,1;;2019-03-14 00:00:00;118,76;;;;;2018-12-19 00:00:00;129,44;;2018-12-18 00:00:00;110,38
2018-12-20 00:00:00;155,27;;2019-03-15 00:00:00;119;;;;;2018-12-20 00:00:00;129,48;;2018-12-19 00:00:00;110,37
2018-12-21 00:00:00;155,08;;2019-03-18 00:00:00;118,89;;;;;2018-12-21 00:00:00;129,49;;2018-12-20 00:00:00;110,37
2018-12-24 00:00:00;155,08;;2019-03-19 00:00:00;118,8;;;;;2018-12-24 00:00:00;129,49;;2018-12-21 00:00:00;110,39
2018-12-27 00:00:00;155,43;;2019-03-20 00:00:00;119,42;;;;;2018-12-27 00:00:00;129,68;;2018-12-24 00:00:00;110,39
2018-12-28 00:00:00;155,25;;2019-03-21 00:00:00;119,38;;;;;2018-12-28 00:00:00;129,65;;2018-12-27 00:00:00;110,45
2018-12-31 00:00:00;155,25;;2019-03-22 00:00:00;120,03;;;;;2018-12-31 00:00:00;129,65;;2018-12-28 00:00:00;110,44
2019-01-02 00:00:00;156,29;;2019-03-25 00:00:00;120,31;;;;;2019-01-02 00:00:00;129,98;;2018-12-31 00:00:00;110,44
2019-01-03 00:00:00;156,47;;2019-03-26 00:00:00;120,39;;;;;2019-01-03 00:00:00;130,08;;2019-01-02 00:00:00;110,46
2019-01-04 00:00:00;155,66;;2019-03-27 00:00:00;120,66;;;;;2019-01-04 00:00:00;129,83;;2019-01-03 00:00:00;110,48
2019-01-07 00:00:00;155,65;;2019-03-28 00:00:00;120,48;;;;;2019-01-07 00:00:00;129,77;;2019-01-04 00:00:00;110,43
2019-01-08 00:00:00;155,44;;2019-03-29 00:00:00;120,21;;;;;2019-01-08 00:00:00;129,68;;2019-01-07 00:00:00;110,41
2019-01-09 00:00:00;155,65;;2019-04-01 00:00:00;119,62;;;;;2019-01-09 00:00:00;129,78;;2019-01-08 00:00:00;110,39
2019-01-10 00:00:00;155,89;;2019-04-02 00:00:00;119,77;;;;;2019-01-10 00:00:00;129,87;;2019-01-09 00:00:00;110,41
2019-01-11 00:00:00;156,08;;2019-04-03 00:00:00;119,51;;;;;2019-01-11 00:00:00;129,88;;2019-01-10 00:00:00;110,43
2019-01-14 00:00:00;156,23;;2019-04-04 00:00:00;119,56;;;;;2019-01-14 00:00:00;129,98;;2019-01-11 00:00:00;110,41
2019-01-15 00:00:00;156,53;;2019-04-05 00:00:00;119,6;;;;;2019-01-15 00:00:00;130,17;;2019-01-14 00:00:00;110,45
2019-01-16 00:00:00;156,25;;2019-04-08 00:00:00;119,47;;;;;2019-01-16 00:00:00;130,02;;2019-01-15 00:00:00;110,49
2019-01-17 00:00:00;155,97;;2019-04-09 00:00:00;119,65;;;;;2019-01-17 00:00:00;129,9;;2019-01-16 00:00:00;110,44
2019-01-18 00:00:00;155,75;;2019-04-10 00:00:00;119,8;;;;;2019-01-18 00:00:00;129,8;;2019-01-17 00:00:00;110,42
2019-01-21 00:00:00;155,81;;2019-04-11 00:00:00;119,57;;;;;2019-01-21 00:00:00;129,82;;2019-01-18 00:00:00;110,41
2019-01-22 00:00:00;156,13;;2019-04-12 00:00:00;119,12;;;;;2019-01-22 00:00:00;129,92;;2019-01-21 00:00:00;110,4
2019-01-23 00:00:00;156,23;;2019-04-15 00:00:00;119,18;;;;;2019-01-23 00:00:00;129,91;;2019-01-22 00:00:00;110,42
2019-01-24 00:00:00;156,94;;2019-04-16 00:00:00;118,86;;;;;2019-01-24 00:00:00;130,12;;2019-01-23 00:00:00;110,4
2019-01-25 00:00:00;156,7;;2019-04-17 00:00:00;118,89;;;;;2019-01-25 00:00:00;129,95;;2019-01-24 00:00:00;110,41
2019-01-28 00:00:00;156,55;;2019-04-18 00:00:00;119,16;;;;;2019-01-28 00:00:00;129,94;;2019-01-25 00:00:00;110,4
2019-01-29 00:00:00;156,71;;2019-04-22 00:00:00;118,97;;;;;2019-01-29 00:00:00;129,98;;2019-01-28 00:00:00;110,41
2019-01-30 00:00:00;156,81;;2019-04-23 00:00:00;119,15;;;;;2019-01-30 00:00:00;129,95;;2019-01-29 00:00:00;110,39
2019-01-31 00:00:00;157,27;;2019-04-24 00:00:00;119,54;;;;;2019-01-31 00:00:00;130,05;;2019-01-30 00:00:00;110,37
2019-02-01 00:00:00;157,11;;2019-04-25 00:00:00;119,41;;;;;2019-02-01 00:00:00;130,1;;2019-01-31 00:00:00;110,37
2019-02-04 00:00:00;156,9;;2019-04-26 00:00:00;119,68;;;;;2019-02-04 00:00:00;130;;2019-02-01 00:00:00;110,41
2019-02-05 00:00:00;157,1;;2019-04-29 00:00:00;119,45;;;;;2019-02-05 00:00:00;130,02;;2019-02-04 00:00:00;110,39
2019-02-06 00:00:00;157,12;;2019-04-30 00:00:00;119,68;;;;;2019-02-06 00:00:00;129,96;;2019-02-05 00:00:00;110,38
2019-02-07 00:00:00;157,93;;2019-05-01 00:00:00;119,59;;;;;2019-02-07 00:00:00;130,31;;2019-02-06 00:00:00;110,35
2019-02-08 00:00:00;158,3;;2019-05-02 00:00:00;119,2;;;;;2019-02-08 00:00:00;130,41;;2019-02-07 00:00:00;110,41
2019-02-11 00:00:00;157,92;;2019-05-03 00:00:00;119,36;;;;;2019-02-11 00:00:00;130,34;;2019-02-08 00:00:00;110,42
2019-02-12 00:00:00;157,6;;2019-05-06 00:00:00;119,63;;;;;2019-02-12 00:00:00;130,21;;2019-02-11 00:00:00;110,4
2019-02-13 00:00:00;157,7;;2019-05-07 00:00:00;120,01;;;;;2019-02-13 00:00:00;130,19;;2019-02-12 00:00:00;110,38
2019-02-14 00:00:00;158,1;;2019-05-08 00:00:00;119,75;;;;;2019-02-14 00:00:00;130,25;;2019-02-13 00:00:00;110,36
2019-02-15 00:00:00;158,03;;2019-05-09 00:00:00;119,98;;;;;2019-02-15 00:00:00;130,26;;2019-02-14 00:00:00;110,36
2019-02-18 00:00:00;157,93;;2019-05-10 00:00:00;119,98;;;;;2019-02-18 00:00:00;130,27;;2019-02-15 00:00:00;110,36
2019-02-19 00:00:00;157,98;;2019-05-13 00:00:00;120,4;;;;;2019-02-19 00:00:00;130,25;;2019-02-18 00:00:00;110,38
2019-02-20 00:00:00;158,07;;2019-05-14 00:00:00;120,31;;;;;2019-02-20 00:00:00;130,27;;2019-02-19 00:00:00;110,38
2019-02-21 00:00:00;157,65;;2019-05-15 00:00:00;120,65;;;;;2019-02-21 00:00:00;130,09;;2019-02-20 00:00:00;110,38
2019-02-22 00:00:00;158,17;;2019-05-16 00:00:00;120,4;;;;;2019-02-22 00:00:00;130,27;;2019-02-21 00:00:00;110,35
2019-02-25 00:00:00;157,97;;2019-05-17 00:00:00;120,47;;;;;2019-02-25 00:00:00;130,19;;2019-02-22 00:00:00;110,38
2019-02-26 00:00:00;157,84;;2019-05-20 00:00:00;120,27;;;;;2019-02-26 00:00:00;130,14;;2019-02-25 00:00:00;110,36
2019-02-27 00:00:00;157,28;;2019-05-21 00:00:00;120,13;;;;;2019-02-27 00:00:00;129,95;;2019-02-26 00:00:00;110,34
2019-02-28 00:00:00;156,93;;2019-05-22 00:00:00;120,42;;;;;2019-02-28 00:00:00;129,85;;2019-02-27 00:00:00;110,33
2019-03-01 00:00:00;156,85;;2019-05-23 00:00:00;121,16;;;;;2019-03-01 00:00:00;129,8;;2019-02-28 00:00:00;110,31
2019-03-04 00:00:00;157,2;;2019-05-24 00:00:00;120,86;;;;;2019-03-04 00:00:00;129,89;;2019-03-01 00:00:00;110,29
2019-03-05 00:00:00;157,13;;2019-05-28 00:00:00;121,34;;;;;2019-03-05 00:00:00;129,86;;2019-03-04 00:00:00;110,29
2019-03-06 00:00:00;157,69;;2019-05-29 00:00:00;121,57;;;;;2019-03-06 00:00:00;130,05;;2019-03-05 00:00:00;110,29
2019-03-07 00:00:00;158,64;;2019-05-30 00:00:00;121,63;;;;;2019-03-07 00:00:00;130,42;;2019-03-06 00:00:00;110,33
2019-03-08 00:00:00;158,5;;2019-05-31 00:00:00;122,29;;;;;2019-03-08 00:00:00;130,24;;2019-03-07 00:00:00;110,4
2019-03-11 00:00:00;158,64;;2019-06-03 00:00:00;122,79;;;;;2019-03-11 00:00:00;130,33;;2019-03-08 00:00:00;110,37
2019-03-12 00:00:00;158,64;;2019-06-04 00:00:00;122,51;;;;;2019-03-12 00:00:00;130,35;;2019-03-11 00:00:00;110,39
2019-03-13 00:00:00;158,58;;2019-06-05 00:00:00;122,55;;;;;2019-03-13 00:00:00;130,31;;2019-03-12 00:00:00;110,39
2019-03-14 00:00:00;158,25;;2019-06-06 00:00:00;122,52;;;;;2019-03-14 00:00:00;130,22;;2019-03-13 00:00:00;110,4
2019-03-15 00:00:00;158,26;;2019-06-07 00:00:00;122,79;;;;;2019-03-15 00:00:00;130,21;;2019-03-14 00:00:00;110,39
2019-03-18 00:00:00;158,38;;2019-06-10 00:00:00;122,36;;;;;2019-03-18 00:00:00;130,23;;2019-03-15 00:00:00;110,37
2019-03-19 00:00:00;158,09;;2019-06-11 00:00:00;122,36;;;;;2019-03-19 00:00:00;130,13;;2019-03-18 00:00:00;110,37
2019-03-20 00:00:00;158,37;;2019-06-12 00:00:00;122,55;;;;;2019-03-20 00:00:00;130,2;;2019-03-19 00:00:00;110,35
2019-03-21 00:00:00;158,94;;2019-06-13 00:00:00;122,9;;;;;2019-03-21 00:00:00;130,39;;2019-03-20 00:00:00;110,36
2019-03-22 00:00:00;159,8;;2019-06-14 00:00:00;122,84;;;;;2019-03-22 00:00:00;130,62;;2019-03-21 00:00:00;110,4
2019-03-25 00:00:00;159,72;;2019-06-17 00:00:00;122,87;;;;;2019-03-25 00:00:00;130,58;;2019-03-22 00:00:00;110,44
2019-03-26 00:00:00;159,65;;2019-06-18 00:00:00;123,04;;;;;2019-03-26 00:00:00;130,53;;2019-03-25 00:00:00;110,43
2019-03-27 00:00:00;160,62;;2019-06-19 00:00:00;123,38;;;;;2019-03-27 00:00:00;131,05;;2019-03-26 00:00:00;110,42
2019-03-28 00:00:00;160,43;;2019-06-20 00:00:00;123,58;;;;;2019-03-28 00:00:00;130,89;;2019-03-27 00:00:00;110,53
2019-03-29 00:00:00;160,38;;2019-06-21 00:00:00;123,05;;;;;2019-03-29 00:00:00;130,93;;2019-03-28 00:00:00;110,5
